,Unnamed: 0,User-ID,ISBN,Book-Rating
183,3540,969,068986020X,8
184,3541,973,1573228567,10
185,3560,1021,1570362084,10
186,3562,1022,044990928X,8
187,3565,1025,000636988X,9
188,3602,1025,068484267X,9
189,3615,1026,1578562333,7
190,3618,1032,006092988X,8
191,3619,1032,038531258X,10
192,3628,1054,1400034779,8
193,3630,1057,038533303X,6
194,3640,1063,1558506454,8
195,3650,1075,1400034779,5
196,3652,1082,1558744606,10
197,3653,1083,014131088X,10
198,3655,1083,043909013X,9
199,3656,1083,044023767X,10
200,3658,1083,080410753X,7
201,3663,1095,3478088534,5
202,3664,1096,059040640X,7
204,3666,1098,031227999X,7
205,3675,1116,006109594X,7
206,3676,1116,031298250X,4
207,3687,1129,014025448X,7
208,3693,1129,1400062888,3
209,3694,1129,1558612815,9
210,3695,1129,1931520038,10
211,3721,1137,8481301132,7
212,3724,1155,006101253X,7
213,3743,1166,225313922X,9
214,3746,1167,038533656X,5
215,3753,1172,3453151933,10
216,3755,1178,014056232X,10
217,3760,1184,034536628X,7
218,3783,1211,2070360423,7
219,3784,1211,2070364283,7
220,3787,1211,2070415686,8
221,3788,1211,2070417700,6
222,3789,1211,2070426815,7
223,3792,1211,2207245810,9
224,3793,1211,2207250474,9
225,3794,1211,2207251756,10
226,3795,1211,2207252000,8
227,3797,1211,2253004898,8
228,3798,1211,2253005274,8
229,3802,1211,2253152277,7
230,3803,1211,2258036992,9
232,3811,1211,2290305251,8
233,3814,1211,2290331406,8
234,3820,1211,2723409821,10
235,3828,1219,082176828X,6
236,3830,1234,8420725927,9
237,3836,1242,1559277785,7
238,3857,1248,1558534245,10
239,3858,1248,1560980087,10
240,3859,1248,1860462995,10
241,3865,1252,031231616X,8
242,3868,1254,089480829X,10
243,3879,1262,1593160127,10
244,3880,1262,1593160151,10
245,3885,1279,031219126X,10
246,3889,1294,037348285X,8
247,3896,1297,1574551108,10
248,3900,1314,8807015293,1
250,3916,1348,1888740051,8
251,3917,1355,1931646384,9
252,3919,1360,157566559X,7
253,3920,1361,3423125551,10
254,3926,1372,3423620196,10
255,3927,1372,3442730066,9
256,3934,1376,042517736X,7
257,3938,1395,193072229X,10
258,3943,1399,037542217X,9
259,3947,1409,042517736X,9
260,3959,1412,089587198X,7
261,3983,1424,031215125X,7
262,4000,1424,039914255X,7
263,4060,1435,068484267X,8
264,4065,1435,080410753X,10
265,4077,1435,155874262X,10
266,4079,1435,1573221775,4
267,4082,1436,044022165X,6
269,4090,1466,3518390473,4
270,4091,1466,3596113350,8
271,4095,1467,1555217532,7
272,4096,1467,1892051001,5
273,4097,1473,1587991039,10
274,4098,1475,1587214768,8
275,4099,1484,1857931467,5
276,4111,1499,1931412677,6
277,4119,1517,8420444782,4
278,4121,1517,8489618844,6
279,4124,1530,044023722X,8
280,4125,1535,006017935X,7
281,4126,1535,067976402X,10
282,4127,1539,1558532161,10
283,4130,1548,006093395X,6
284,4132,1548,034540288X,5
285,4136,1548,037541181X,7
286,4147,1556,1566091446,5
287,4149,1558,006105660X,10
288,4159,1582,1569314195,10
289,4180,1591,3257228007,10
290,4186,1597,067169071X,7
291,4194,1615,3492232981,10
292,4209,1652,1931561281,5
293,4210,1653,8401466350,7
294,4211,1654,1562477676,8
295,4219,1660,089480829X,7
296,4238,1674,038548951X,10
297,4386,1790,044022165X,5
298,4394,1792,155874262X,8
299,4886,2103,014029645X,10
300,4914,2110,015216250X,8
301,5050,2152,037542217X,7
302,5446,2354,014131088X,8
303,5542,2417,051513290X,7
304,5661,2499,080213825X,5
305,5663,2503,1400034779,7
306,5825,2766,038039586X,9
307,5971,2859,015600710X,5
308,5996,2891,038548951X,8
309,6044,2907,044023722X,5
310,6056,2945,038548951X,8
311,6071,2966,038531258X,7
312,6088,2977,037570504X,5
313,6227,3145,044021145X,9
314,6254,3167,034540288X,7
315,6402,3331,067102535X,9
316,6413,3344,1400034779,9
317,6987,3739,067976402X,5
318,7568,3814,1573225789,5
319,7611,3827,038533303X,10
320,7677,3840,193156146X,10
321,7844,4017,015600710X,10
322,7879,4017,037570504X,10
323,7897,4017,038533334X,10
324,7939,4017,067976402X,10
325,7943,4017,068484267X,10
326,7973,4017,1573225789,9
327,7999,4059,006101351X,6
328,8096,4144,067976402X,5
330,8608,4501,3596133319,8
331,8661,4556,042517736X,8
332,8675,4571,1400034779,9
333,8710,4622,034540288X,4
334,8751,4732,067976402X,9
335,8775,4785,006101351X,5
336,8911,4938,006101351X,7
337,8961,4999,1400034779,10
338,9042,5158,2266084372,8
340,9652,5582,1558744150,5
341,9693,5638,006101351X,9
342,9856,5861,006092988X,9
343,9910,5903,076790382X,9
344,10086,6073,067976397X,10
345,10143,6115,037542217X,9
346,10308,6242,039592720X,5
347,10373,6242,067976402X,8
348,10382,6242,068484267X,8
349,10441,6242,1573225789,7
350,10605,6251,067976402X,8
351,10608,6251,068484267X,8
352,10883,6366,1841721522,7
353,10902,6392,067976402X,10
354,10980,6501,038001503X,7
355,11088,6543,014025448X,8
356,11146,6543,038548951X,10
357,11202,6543,067976397X,7
358,11234,6543,1563898586,8
359,11239,6543,1573225789,9
360,11370,6566,1400034779,9
361,11449,6575,037542217X,9
362,11469,6575,038533334X,4
363,11547,6575,067976402X,7
364,11551,6575,068484267X,9
365,11565,6575,080410753X,8
366,11598,6575,1400034779,9
367,11621,6577,067976402X,9
368,11622,6577,068484267X,10
369,11625,6577,1573225487,5
370,11706,6652,080410753X,7
371,11738,6670,006101351X,8
372,11920,6871,034538184X,4
373,12031,7056,155874262X,8
374,12149,7119,067976402X,9
375,12259,7134,1400034779,7
376,12260,7134,1558612815,9
377,12261,7134,1931520038,8
378,12330,7158,155874262X,7
379,12423,7253,067101420X,8
380,12458,7283,044023722X,10
381,12476,7283,193156146X,10
382,12555,7286,089480829X,7
383,12911,7346,080410753X,8
384,12937,7346,1558531025,9
385,12938,7346,155874262X,7
386,12954,7352,006109594X,6
387,12983,7371,067101420X,7
388,13003,7404,080213825X,6
389,13142,7620,044022165X,8
390,13351,7890,080213825X,8
391,13395,7915,042511774X,8
392,13477,7958,080410753X,9
393,13623,8066,038548951X,8
394,13626,8066,044023722X,7
395,13645,8066,076790382X,4
396,13656,8066,140003180X,7
397,13716,8067,038533656X,10
398,13721,8067,042518630X,2
399,13919,8188,1570719586,6
400,13970,8245,006101253X,8
401,14007,8245,039592720X,8
402,14008,8245,039914255X,8
403,14015,8245,044021145X,9
404,14058,8245,080213825X,8
405,14118,8253,038572179X,10
406,14120,8253,039592720X,10
407,14125,8253,044021145X,9
408,14143,8253,067976402X,10
409,14158,8253,1573225126,10
410,14233,8290,067976402X,10
411,14256,8317,067103619X,7
412,14284,8346,039592720X,3
413,14313,8362,080410753X,9
414,14357,8454,015600710X,7
415,14375,8454,038572179X,8
416,14406,8454,1573221775,9
417,14425,8487,1558531025,10
418,14523,8630,1400034779,7
419,14755,8712,080410753X,5
420,14768,8734,014023828X,7
421,14792,8734,089480829X,8
422,14940,8864,1400034779,8
423,15081,8890,225313922X,7
424,15183,8930,014025448X,9
425,15273,8937,068484267X,10
426,15398,9034,155874262X,10
427,15578,9244,3257233051,10
428,15637,9341,3404100263,8
429,15726,9417,015216250X,9
431,15813,9454,044022165X,9
432,15827,9484,044021145X,10
433,16184,9908,038076654X,10
434,16300,10030,155874262X,10
435,16388,10118,1878424319,10
436,16403,10162,044022165X,6
437,16519,10314,038572179X,7
438,16549,10314,1558744150,6
439,16551,10314,1573225789,8
440,16682,10447,014025448X,9
441,16688,10447,031231616X,8
442,16733,10447,155874262X,6
443,16855,10560,038548951X,9
444,17097,10765,881787017X,8
445,17099,10776,3257228007,8
446,17199,10819,1558531025,7
447,17377,11065,042511774X,6
448,17440,11155,044023722X,6
449,17466,11192,3257061269,10
450,17508,11224,038542471X,7
451,17530,11224,155874262X,8
452,17588,11271,1573225126,10
454,17909,11601,1573225789,10
455,17910,11601,1573229385,5
456,17927,11624,8420725927,6
458,18210,11676,006019491X,10
459,18294,11676,006092988X,9
460,18300,11676,006093395X,9
461,18368,11676,006101351X,8
462,18683,11676,014023828X,10
463,18694,11676,014025448X,10
464,18835,11676,014131088X,10
465,19021,11676,031215125X,7
466,19183,11676,031298250X,8
467,19537,11676,034540288X,10
468,19579,11676,034543076X,8
469,20149,11676,038531258X,7
470,20172,11676,038533303X,7
471,20189,11676,038533656X,9
472,20197,11676,038542471X,10
473,20210,11676,038548951X,9
474,20379,11676,039592720X,8
475,20508,11676,042511774X,5
476,20626,11676,042518630X,10
477,20773,11676,044021145X,1
478,20857,11676,044023722X,8
479,21665,11676,051513290X,5
480,21669,11676,051513399X,10
481,21873,11676,055321313X,7
482,22035,11676,055356451X,9
483,22435,11676,067101420X,4
484,22464,11676,067102535X,6
485,22482,11676,067103619X,8
486,22831,11676,067976402X,10
487,23455,11676,076790351X,5
488,23630,11676,080213825X,3
489,23651,11676,080410753X,8
490,24323,11676,1400077826,9
491,24415,11676,1551668785,5
492,24471,11676,1558531025,10
493,24475,11676,1558612815,5
494,24478,11676,155874262X,7
495,24480,11676,1558744150,10
496,24481,11676,1558744606,10
497,24490,11676,1559277785,7
498,24531,11676,1563899388,6
499,24584,11676,1570719586,10
500,24603,11676,1573225789,10
501,24608,11676,1573229571,7
502,24680,11676,158574218X,7
503,24732,11676,1841721522,10
504,24769,11676,185424597X,9
505,24926,11676,1931520038,10
506,24927,11676,1931561281,8
507,24928,11676,193156146X,10
509,24982,11676,2070415686,8
510,25022,11676,2253004022,5
511,25027,11676,2253005274,4
512,25040,11676,2253063339,5
513,25168,11676,3257061269,8
514,25199,11676,3257233051,10
515,25295,11676,3423620005,9
516,25350,11676,3442435951,8
517,25455,11676,3453212150,10
518,25462,11676,3453863593,10
519,25564,11676,3499232871,5
520,25744,11676,385504209,10
521,25987,11676,8433914545,8
522,26630,11690,3257228007,7
523,26660,11718,039575514X,9
524,26663,11718,042511774X,8
525,26666,11718,044023722X,8
526,26723,11724,089480829X,10
527,26751,11788,034540288X,9
528,26871,11933,080410753X,7
529,27114,12100,067976402X,7
530,27176,12137,037570504X,6
531,27393,12333,044023722X,7
532,27443,12423,042511774X,5
533,27729,12570,1573225789,9
534,27924,12685,014025448X,9
535,27940,12698,044021145X,9
536,28027,12807,055356451X,8
537,28041,12820,155874262X,8
538,28076,12824,068986020X,5
539,28087,12824,1558747346,9
540,28372,12977,044022165X,6
541,28581,12982,9681500555,10
542,28779,13164,080410753X,8
543,28849,13259,039592720X,7
544,28872,13273,014025448X,8
545,28982,13280,038542471X,9
546,29102,13428,080410753X,9
547,29193,13551,042511774X,10
548,29311,13552,044022165X,8
549,29374,13552,067102535X,7
550,29454,13582,038529929X,9
552,29868,13850,089480829X,6
553,29879,13850,1558531025,9
554,29880,13850,1558532161,9
555,29936,13908,039592720X,7
556,29992,13973,155874262X,2
557,30052,14049,038548951X,9
558,30218,14201,038548951X,8
559,30431,14387,1400034779,9
560,30486,14422,031215125X,8
561,30556,14422,068484267X,5
562,30569,14422,1400034779,9
563,30571,14422,155874262X,7
564,30620,14451,068484267X,5
565,30637,14454,067976402X,7
566,30706,14456,1558532161,10
567,30766,14521,006101351X,5
569,30930,14638,1878424319,6
570,30937,14638,2070415686,5
571,31436,15049,089480829X,8
572,31444,15049,1558744606,6
573,31481,15093,044021145X,7
574,31496,15135,014025448X,7
575,31714,15408,006101351X,9
576,31982,15444,3596129389,7
577,31993,15452,887641486X,7
578,32110,15589,2070364283,8
579,32119,15589,225300670X,9
581,32133,15600,3442724686,8
582,32164,15623,044023722X,8
583,32257,15686,080410753X,6
584,32454,15945,1570719586,7
585,32530,16005,156341029X,8
586,32532,16005,1931520038,9
587,32612,16062,034540288X,8
588,32692,16106,1400034779,10
589,32724,16121,1573229571,5
591,33121,16459,038529929X,9
592,33144,16488,042511774X,8
593,33145,16488,044021145X,5
594,33217,16533,080213825X,2
595,33321,16631,006101351X,5
596,33558,16634,067976402X,8
597,33786,16718,155874262X,9
598,33847,16777,1853260053,10
599,34147,16795,038533334X,6
600,34213,16795,042517736X,6
601,34242,16795,044022165X,5
602,34275,16795,044651747X,8
603,34378,16795,051513290X,8
604,34792,16795,1558532161,8
605,34794,16795,1558744150,8
606,34886,16835,044021145X,3
607,35031,16943,044021145X,6
608,35385,17054,2253004898,8
609,35759,17402,067101420X,4
610,35770,17440,042513301X,5
611,35979,17667,067976402X,8
612,36035,17742,039575514X,8
613,36141,17859,055356451X,10
614,36175,17894,044021145X,8
615,36177,17894,044022165X,8
616,36190,17906,044023722X,10
617,36237,17935,038529929X,8
618,36238,17944,044021145X,7
619,36279,17950,038529929X,8
620,36364,17950,068484267X,5
621,36396,17950,1558744150,8
622,36527,18067,044661162X,8
623,36556,18082,038039586X,9
624,36625,18096,055321313X,9
625,36761,18203,034540288X,8
626,36769,18247,034543076X,6
627,36821,18309,2070360423,10
628,36829,18309,2253005274,8
629,36851,18311,039304016X,8
630,36858,18311,067976402X,8
631,37147,18494,2253063339,8
632,37209,18629,006101351X,8
633,37257,18701,076790382X,7
634,37331,18802,044661162X,10
635,37426,18963,039304016X,7
636,37437,18979,042518630X,4
637,37440,18979,051513399X,7
638,37523,19078,1555835953,3
639,37942,19493,1400077826,9
640,38028,19573,044023722X,10
641,38035,19573,140003180X,9
642,38106,19664,006101351X,10
643,38153,19664,076790382X,9
644,38161,19664,1573229385,6
645,38432,19969,034540288X,3
646,38537,20022,067976402X,4
647,38556,20034,044023722X,6
648,38593,20060,044021145X,9
649,38665,20115,014025448X,10
650,38708,20119,1558744150,7
651,38853,20180,1573225789,10
652,39013,20300,067101420X,1
653,39057,20336,055321313X,9
654,39156,20410,089480829X,10
655,39229,20462,1573225487,9
656,39230,20468,155874262X,8
657,39318,20622,038542471X,9
658,39324,20627,006019491X,9
659,39385,20680,1400034779,8
660,39447,20794,038533303X,5
661,39659,20983,1578562333,7
662,39877,21014,067976402X,7
663,39895,21014,1573228737,8
664,39896,21014,1573229571,2
665,40033,21141,006101351X,8
666,40042,21155,3442435951,7
667,40193,21257,044023722X,8
668,40230,21333,038529929X,9
669,40310,21364,089480829X,1
670,40476,21469,1853260053,10
671,40500,21484,067976397X,9
672,40760,21659,044021145X,10
673,40946,21874,038572179X,5
674,40967,21888,044021145X,10
675,41039,21937,1573229571,9
676,41132,22045,044023722X,10
677,41181,22074,042511774X,8
678,41191,22074,044023722X,9
679,41206,22074,1400034779,9
680,41431,22310,067169071X,8
681,41472,22362,038001503X,9
682,41626,22503,076790382X,7
683,41681,22532,067976402X,9
684,41773,22625,038533334X,10
685,41802,22625,067976402X,10
687,41957,22813,044022165X,9
688,42155,22936,044021145X,10
689,42238,23032,044023722X,8
690,42293,23127,8420725927,8
691,42530,23353,044021145X,9
692,42600,23459,031298250X,8
693,42857,23619,140003180X,7
694,42858,23619,193156146X,10
695,42865,23624,042518630X,8
696,43023,23699,1573229571,7
697,43024,23699,1853260053,7
698,43119,23768,015644450X,9
699,43141,23768,037570504X,7
700,43149,23768,038548951X,8
701,43261,23768,140003180X,7
702,43449,23872,006017143X,10
703,43954,23881,044021145X,5
704,43962,23896,006101351X,8
705,44560,23902,044021145X,5
706,44569,23902,044023722X,6
707,44867,23902,068484267X,7
708,45414,23948,038542471X,10
709,45438,24025,067168390X,9
710,45500,24090,067976402X,7
711,45762,24220,044023722X,9
712,45800,24314,044023722X,8
713,45882,24413,8850200005,3
714,45889,24427,044022165X,7
715,46032,24525,044023722X,7
716,46110,24603,038001503X,10
717,46241,24662,9724119378,8
718,46250,24677,038572179X,10
720,46767,25109,1573221775,8
721,46824,25150,031231616X,7
722,46887,25225,038533334X,7
723,46907,25253,038572179X,8
724,46945,25311,038001503X,7
725,47012,25391,042518630X,2
726,47024,25395,044021145X,9
727,47135,25409,038533656X,7
728,47254,25409,081296666X,10
729,47278,25410,014025448X,8
730,47502,25583,044023722X,10
731,47706,25700,006109594X,9
732,47742,25725,3404126661,6
733,47994,25930,038531258X,7
734,48178,25981,038531258X,5
735,48295,25981,067101420X,5
736,48406,26017,1400034779,8
737,48409,26025,006101351X,10
738,48776,26249,044023722X,8
739,48843,26361,155874262X,7
740,48928,26443,2070364283,8
742,48954,26473,038533656X,7
743,48955,26473,042518630X,5
744,49051,26516,055356451X,9
745,49189,26535,039914739X,5
746,49527,26583,068484267X,10
747,49604,26593,039914739X,7
748,49674,26598,014025448X,5
749,49679,26598,038549825X,8
750,49710,26615,039592720X,4
751,49858,26694,155874262X,7
752,49913,26756,044022165X,7
753,50135,26910,1400077826,10
754,50342,27141,038001503X,10
755,50503,27232,039914255X,9
756,50544,27286,3257061269,10
757,50563,27313,014131088X,10
758,50571,27313,1576737357,9
759,50641,27365,3518367064,7
760,50646,27381,006019491X,7
761,50733,27472,044021145X,8
762,50759,27472,067976402X,8
763,50781,27485,316690619,10
764,51114,27647,1400034779,8
765,51124,27647,1573228737,9
766,51272,27780,037570504X,9
767,51289,27788,1573225789,8
768,51399,27870,006101351X,9
769,51606,28016,038039586X,10
770,51627,28025,067175145X,10
771,51689,28091,044023722X,8
772,51697,28096,038076654X,6
773,51700,28096,044021145X,7
774,51715,28123,044023722X,9
775,51736,28144,044023722X,2
776,51774,28177,006101351X,9
777,51790,28177,037570504X,4
778,51794,28177,038533303X,7
779,51819,28177,067976397X,6
780,51868,28204,038542471X,9
781,51966,28255,044021145X,8
782,52037,28289,042517736X,5
783,52039,28289,1400077826,9
784,52155,28451,037348397X,8
785,52197,28467,1878424319,10
786,52246,28492,1853260622,4
787,52282,28523,039575514X,10
788,52651,28594,1563899388,5
789,52706,28619,015600710X,10
790,52738,28619,1558744150,10
791,52807,28634,042517736X,8
792,52814,28634,044021145X,10
793,52822,28634,044023722X,9
794,52860,28634,067102535X,10
795,52872,28634,068484267X,10
796,52910,28647,038533656X,6
797,53165,28884,006101351X,6
798,53189,28919,031215125X,9
799,53349,29041,068484267X,8
800,53661,29209,014025448X,6
801,53721,29257,042518630X,8
802,53749,29259,044021145X,9
803,53825,29259,089480829X,10
804,53834,29259,1558531025,10
805,53836,29259,155874262X,10
806,53837,29259,1558744150,10
807,53989,29497,031298250X,8
808,54011,29518,031298250X,7
809,54147,29570,034540288X,8
810,54415,29944,080410753X,9
811,54741,30182,080410753X,9
812,54745,30183,039304016X,10
813,54834,30261,1878424319,9
814,55056,30276,042518630X,9
815,55140,30276,068484267X,7
816,55256,30319,1878424319,9
817,55272,30324,080213825X,8
818,55289,30333,080410753X,5
819,55329,30398,345378490,9
820,55359,30411,1853260622,8
821,55463,30486,076790351X,5
822,55466,30487,006017143X,8
823,55500,30487,039592720X,8
824,55505,30487,044023722X,8
825,55553,30493,014025448X,6
826,55641,30511,014016930X,7
827,55700,30511,038533334X,6
828,55867,30531,044021145X,10
829,55886,30533,014025448X,9
830,56054,30594,044023722X,5
831,56090,30629,044022165X,9
832,56193,30711,015600710X,9
833,56431,30716,1400077826,8
834,56508,30735,038078243X,8
835,56650,30742,089480829X,10
836,56903,30810,3821807059,10
837,56972,30865,067976402X,9
838,57088,30939,044022165X,10
839,57111,30968,044023722X,8
840,57142,30972,044021145X,8
841,57144,30972,044023722X,9
842,57158,30972,055356451X,8
843,57262,30994,044021145X,10
844,57267,30994,044023722X,9
845,57284,30994,067976402X,10
846,57389,31040,1558744150,10
847,57575,31134,089480829X,9
848,57580,31139,080410753X,7
849,57587,31141,1878424319,10
850,57616,31158,1400034779,4
851,57620,31185,044022165X,9
852,58129,31315,1859671500,10
853,58149,31342,385504209,8
854,58150,31342,671036505,9
855,58296,31393,006101351X,8
856,58337,31393,055358099X,5
857,58358,31393,1578562333,8
858,58424,31434,067976402X,7
859,58521,31471,044022165X,10
860,58718,31556,055321313X,8
861,58948,31614,089480829X,9
862,59083,31740,1573225789,10
863,59132,31820,038533334X,6
864,59568,31842,039304016X,5
865,59580,31846,037542217X,9
866,59603,31846,067976402X,10
867,59611,31846,1400034779,9
868,59624,31860,038572179X,8
869,59630,31860,080410753X,8
870,59632,31860,1400034779,7
871,59647,31892,055356451X,10
872,59772,31984,3423620196,5
873,59858,32036,006101351X,4
874,59883,32049,014016930X,7
875,59919,32087,067976402X,10
876,60038,32184,080213825X,5
877,60106,32219,1400034779,7
878,60257,32417,067976402X,5
880,60463,32530,067976402X,6
881,60467,32540,014025448X,10
882,60555,32627,006101351X,8
884,60841,32773,014025448X,8
885,60958,32773,089480829X,9
886,61085,32942,037348397X,10
887,61090,32944,1570717257,8
888,61141,33004,080213825X,4
889,61382,33145,225313922X,8
890,61395,33145,2266084372,8
891,61460,33156,038548951X,9
892,61551,33200,155874262X,9
893,61807,33434,067976402X,5
894,61841,33474,044023722X,10
895,61918,33557,1573229385,9
896,61983,33580,1563899388,7
897,62042,33645,067142517X,7
898,62067,33680,006101351X,8
899,62072,33681,039592720X,9
900,62091,33727,044021145X,8
901,62106,33763,055321313X,9
902,62138,33816,044023722X,7
903,62145,33816,080410753X,7
904,62189,33818,067169071X,6
905,62258,33834,1400034779,8
906,62629,33981,044023722X,5
907,62661,34007,006017935X,7
908,62762,34152,349913358X,6
909,62874,34300,034540288X,5
910,63099,34539,067976402X,8
911,63143,34588,014025448X,10
912,63153,34588,034540288X,7
913,63185,34588,1559703237,10
914,63235,34636,006101351X,4
915,63327,34735,039592720X,10
916,63493,34908,2253063339,8
917,63618,35050,015216250X,7
918,63639,35068,006109594X,8
919,63646,35073,039914563X,7
920,63690,35134,067976402X,9
921,63771,35188,014025448X,7
922,63980,35407,3453177622,6
923,63992,35407,3499108518,9
926,64039,35424,068484267X,8
927,64049,35433,3257228007,10
928,64052,35433,3257233051,5
929,64170,35433,3518390473,4
930,64239,35445,1853260312,5
931,64284,35484,3453171977,8
932,64292,35486,3442724686,8
933,64505,35707,044023722X,8
934,64557,35718,3442724686,4
935,64645,35826,044021145X,8
936,64651,35831,044023722X,9
937,64840,35857,044022165X,5
938,64911,35857,089480829X,10
939,64917,35857,1558744150,8
940,65190,35859,042513301X,8
941,65244,35859,044021145X,10
942,65700,35859,1558531025,8
943,65701,35859,1558532161,10
944,65761,35865,1558744150,9
945,65951,35954,3442435838,6
946,66048,36003,067976402X,8
947,66050,36003,1400034779,7
948,66070,36043,044021145X,8
949,66138,36135,014025448X,8
950,66223,36193,3404100263,10
951,66253,36231,044023722X,5
952,66371,36299,015216250X,7
953,66529,36327,067175145X,8
954,66543,36327,155874262X,10
955,66553,36357,014025448X,7
956,66690,36540,067976402X,9
957,66998,36606,080213825X,5
958,67161,36624,044023722X,3
959,67370,36748,055356451X,10
960,67427,36807,037570504X,7
961,67620,36836,2080105434,8
962,67633,36839,055321313X,9
963,67791,36907,1878424319,10
964,67831,36938,044990928X,10
965,68017,37135,044023722X,7
966,68190,37227,014025448X,10
967,68345,37310,067976397X,6
968,68361,37311,038533334X,8
969,68367,37311,044023722X,10
970,68368,37311,044661162X,5
971,68373,37314,038533303X,5
972,68460,37400,067976402X,5
